transaction_id,timestamp,merchant,user_id,location,category,amount,is_fraud
TXN00009478,2025-08-02 11:51:20.675995,safeway,USER0943,san diego,grocery,38.27,0
TXN00006174,2025-08-02 11:53:17.675995,uber,USER0365,new york,transportation,49.65,0
TXN00006614,2025-08-02 12:23:10.675995,cvs,USER0960,austin,healthcare,83.18,0
TXN00004398,2025-08-02 12:38:53.675995,safeway,USER0137,san antonio,grocery,121.03,0
TXN00007652,2025-08-02 13:07:03.675995,lyft,USER0166,san antonio,transportation,30.69,0
TXN00006159,2025-08-02 13:09:31.675995,target,USER0702,philadelphia,retail,5.07,0
TXN00006135,2025-08-02 13:15:43.675995,walgreens,USER0800,new york,healthcare,8.36,0
TXN00007126,2025-08-02 13:32:16.675995,shell,USER0590,houston,gas,34.05,0
TXN00007046,2025-08-02 13:59:57.675995,safeway,USER0040,chicago,grocery,33.6,0
TXN00003345,2025-08-02 14:21:09.675995,spotify,USER0632,new york,entertainment,233.73,0
TXN00004106,2025-08-02 14:23:04.675995,safeway,USER0826,san diego,grocery,23.26,0
TXN00007561,2025-08-02 14:36:25.675995,target,USER0563,chicago,retail,8.55,0
TXN00007480,2025-08-02 15:01:25.675995,marriott,USER0622,phoenix,travel,25.26,0
TXN00000791,2025-08-02 15:11:57.675995,starbucks,USER1000,philadelphia,restaurant,42.49,0
TXN00006824,2025-08-02 15:25:58.675995,trader joes,USER0016,chicago,grocery,81.38,0
TXN00009167,2025-08-02 15:40:43.675995,whole foods,USER0754,los angeles,grocery,9.99,0
TXN00000895,2025-08-02 16:01:03.675995,apple store,USER0507,philadelphia,retail,72.13,0
TXN00006986,2025-08-02 16:01:27.675995,home depot,USER0507,international,retail,6.15,0
TXN00002097,2025-08-02 16:30:23.675995,amazon,USER0311,online,retail,9.15,0
TXN00009336,2025-08-02 16:33:56.675995,lyft,USER0071,los angeles,transportation,175.87,0
TXN00005091,2025-08-02 17:08:25.675995,delta airlines,USER0062,international,travel,14.2,0
TXN00003896,2025-08-02 17:09:15.675995,exxon,USER0144,dallas,gas,176.29,0
TXN00000038,2025-08-02 17:25:19.675995,whole foods,USER0781,houston,grocery,6.73,0
TXN00008536,2025-08-02 17:35:07.675995,walmart,USER0012,dallas,retail,71.25,0
TXN00009182,2025-08-02 17:35:42.675995,walgreens,USER0050,phoenix,healthcare,25.55,0
TXN00007298,2025-08-02 17:39:09.675995,netflix,USER0912,new york,entertainment,14.03,0
TXN00003920,2025-08-02 17:41:12.675995,booking.com,USER0983,jacksonville,travel,306.93,0
TXN00007760,2025-08-02 17:42:47.675995,walgreens,USER0740,phoenix,healthcare,160.3,0
TXN00004179,2025-08-02 18:02:52.675995,apple store,USER0485,chicago,retail,21.95,0
TXN00003450,2025-08-02 18:11:39.675995,walgreens,USER0261,san diego,healthcare,18.67,0
TXN00007484,2025-08-02 18:51:21.675995,trader joes,USER0661,new york,grocery,22.08,0
TXN00000297,2025-08-02 19:02:05.675995,walmart,USER0993,los angeles,retail,47.88,0
TXN00007489,2025-08-02 19:02:32.675995,amazon,USER0095,new york,retail,87.38,0
TXN00008100,2025-08-02 19:05:52.675995,cvs,USER0980,jacksonville,healthcare,1.87,0
TXN00006929,2025-08-02 19:21:37.675995,home depot,USER0867,phoenix,retail,9.12,0
TXN00005973,2025-08-02 19:23:59.675995,uber,USER0941,san diego,transportation,2.5,0
TXN00009843,2025-08-02 19:35:31.675995,amazon,USER0799,houston,retail,7.38,0
TXN00002164,2025-08-02 20:11:27.675995,safeway,USER0485,los angeles,grocery,220.67,0
TXN00002175,2025-08-02 20:17:27.675995,expedia,USER0240,san antonio,travel,406.44,0
TXN00000498,2025-08-02 20:30:28.675995,lyft,USER0605,phoenix,transportation,11.58,0
TXN00005067,2025-08-02 20:50:54.675995,costco,USER0399,jacksonville,grocery,227.94,0
TXN00004753,2025-08-02 21:03:57.675995,safeway,USER0018,international,grocery,20.32,0
TXN00001675,2025-08-02 21:08:54.675995,uber,USER0117,austin,transportation,22.49,0
TXN00009751,2025-08-02 21:11:53.675995,apple store,USER0567,international,retail,39.33,0
TXN00003090,2025-08-02 21:20:01.675995,spotify,USER0828,philadelphia,entertainment,3.74,0
TXN00008085,2025-08-02 21:39:32.675995,home depot,USER0228,new york,retail,43.91,0
TXN00008789,2025-08-02 21:41:56.675995,trader joes,USER0269,new york,grocery,14.12,0
TXN00007809,2025-08-02 21:53:44.675995,apple store,USER0921,online,retail,3.3,0
TXN00005946,2025-08-02 22:00:02.675995,walgreens,USER0558,philadelphia,healthcare,16.1,0
TXN00004788,2025-08-02 22:01:35.675995,walmart,USER0034,san antonio,retail,2.7,0
TXN00006880,2025-08-02 22:47:34.675995,expedia,USER0605,chicago,travel,41.45,0
TXN00005938,2025-08-02 23:00:45.675995,bestbuy,USER0615,jacksonville,retail,147.45,0
TXN00008264,2025-08-02 23:05:13.675995,uber,USER0859,chicago,transportation,2.32,0
TXN00002580,2025-08-02 23:30:54.675995,cvs,USER0336,international,healthcare,149.08,1
TXN00008092,2025-08-02 23:33:33.675995,walmart,USER0061,san jose,retail,29.25,0
TXN00003905,2025-08-02 23:34:48.675995,target,USER0233,dallas,retail,22.5,0
TXN00003393,2025-08-02 23:52:22.675995,whole foods,USER0703,san jose,grocery,30.24,0
TXN00004752,2025-08-02 23:55:08.675995,netflix,USER0364,san diego,entertainment,24.95,0
TXN00006264,2025-08-02 23:57:36.675995,bestbuy,USER0170,los angeles,retail,16.11,0
TXN00000470,2025-08-02 23:59:07.675995,delta airlines,USER0498,los angeles,travel,23.81,0
TXN00003981,2025-08-03 00:17:57.675995,apple store,USER0472,philadelphia,retail,237.16,0
TXN00004487,2025-08-03 00:36:35.675995,bestbuy,USER0606,online,retail,16.55,0
TXN00005101,2025-08-03 00:38:11.675995,target,USER0145,san antonio,retail,60.46,0
TXN00000551,2025-08-03 00:48:39.675995,lyft,USER0300,dallas,transportation,27.47,0
TXN00006357,2025-08-03 00:49:01.675995,home depot,USER0656,online,retail,5.19,0
TXN00007707,2025-08-03 00:56:08.675995,costco,USER0335,international,grocery,31.27,0
TXN00007866,2025-08-03 00:58:48.675995,costco,USER0121,los angeles,grocery,92.96,0
TXN00001111,2025-08-03 01:55:57.675995,mcdonalds,USER0399,philadelphia,restaurant,42.99,0
TXN00001544,2025-08-03 02:02:28.675995,starbucks,USER0668,international,restaurant,73.55,1
TXN00004305,2025-08-03 02:51:25.675995,walgreens,USER0485,phoenix,healthcare,4.87,0
TXN00008074,2025-08-03 02:52:32.675995,walmart,USER0328,international,retail,2.75,0
TXN00003919,2025-08-03 02:56:11.675995,exxon,USER0426,international,gas,129.02,1
TXN00007212,2025-08-03 02:57:33.675995,walmart,USER0315,san jose,retail,7.03,0
TXN00007594,2025-08-03 03:14:09.675995,home depot,USER0159,new york,retail,187.98,0
TXN00009902,2025-08-03 03:24:21.675995,lyft,USER0969,houston,transportation,8.66,0
TXN00003842,2025-08-03 04:04:26.675995,amazon,USER0966,online,retail,453.91,1
TXN00001636,2025-08-03 04:10:35.675995,costco,USER0639,international,grocery,49.81,1
TXN00007039,2025-08-03 04:15:38.675995,starbucks,USER0391,phoenix,restaurant,12.95,0
TXN00009322,2025-08-03 04:36:12.675995,netflix,USER0236,new york,entertainment,37.19,0
TXN00004954,2025-08-03 04:43:39.675995,walgreens,USER0897,san antonio,healthcare,49.02,0
TXN00005518,2025-08-03 04:49:57.675995,cvs,USER0521,san diego,healthcare,7.48,0
TXN00008621,2025-08-03 04:55:22.675995,airbnb,USER0182,chicago,travel,76.05,0
TXN00003462,2025-08-03 04:55:33.675995,shell,USER0204,international,gas,39.97,0
TXN00000189,2025-08-03 05:01:53.675995,airbnb,USER0262,philadelphia,travel,5.38,0
TXN00009806,2025-08-03 05:18:54.675995,booking.com,USER0182,houston,travel,40.0,0
TXN00006471,2025-08-03 05:24:48.675995,trader joes,USER0153,phoenix,grocery,22.7,0
TXN00007810,2025-08-03 05:49:17.675995,bestbuy,USER0951,austin,retail,66.19,0
TXN00003924,2025-08-03 05:53:37.675995,lyft,USER0150,san jose,transportation,24.16,0
TXN00005232,2025-08-03 06:08:25.675995,starbucks,USER0640,chicago,restaurant,9.33,0
TXN00004863,2025-08-03 06:23:49.675995,spotify,USER0779,new york,entertainment,6.55,0
TXN00009160,2025-08-03 06:43:30.675995,shell,USER0942,chicago,gas,17.29,0
TXN00001201,2025-08-03 06:51:33.675995,trader joes,USER0182,dallas,grocery,19.78,0
TXN00005014,2025-08-03 06:54:43.675995,whole foods,USER0136,san jose,grocery,36.3,0
TXN00004134,2025-08-03 07:02:04.675995,shell,USER0152,new york,gas,28.99,0
TXN00006434,2025-08-03 07:04:48.675995,mcdonalds,USER0587,houston,restaurant,38.95,0
TXN00005750,2025-08-03 07:05:19.675995,target,USER0938,phoenix,retail,31.37,0
TXN00008207,2025-08-03 07:40:30.675995,apple store,USER0833,online,retail,5.1,0
TXN00001045,2025-08-03 07:45:37.675995,lyft,USER0347,san jose,transportation,95.62,0
TXN00004950,2025-08-03 07:47:25.675995,starbucks,USER0418,san diego,restaurant,44.18,0
TXN00006312,2025-08-03 07:59:13.675995,delta airlines,USER0579,dallas,travel,7.48,0
TXN00006715,2025-08-03 08:02:10.675995,netflix,USER0852,san antonio,entertainment,57.57,0
TXN00006776,2025-08-03 08:29:24.675995,delta airlines,USER0249,san jose,travel,94.31,0
TXN00008420,2025-08-03 08:46:18.675995,uber,USER0069,san antonio,transportation,46.75,0
TXN00001436,2025-08-03 10:08:33.675995,home depot,USER0661,austin,retail,24.57,0
TXN00008743,2025-08-03 10:16:47.675995,starbucks,USER0367,online,restaurant,95.76,0
TXN00004883,2025-08-03 10:25:11.675995,cvs,USER0103,austin,healthcare,58.58,0
TXN00001770,2025-08-03 10:42:42.675995,walgreens,USER0460,jacksonville,healthcare,34.89,0
TXN00006165,2025-08-03 11:04:51.675995,airbnb,USER0218,international,travel,15.89,0
TXN00003422,2025-08-03 11:05:50.675995,costco,USER0509,dallas,grocery,55.2,0
TXN00001184,2025-08-03 11:14:49.675995,bestbuy,USER0047,dallas,retail,10.1,0
TXN00009956,2025-08-03 11:22:27.675995,whole foods,USER0191,san jose,grocery,53.0,0
TXN00008173,2025-08-03 12:35:24.675995,bestbuy,USER0100,austin,retail,12.92,0
TXN00000374,2025-08-03 12:40:01.675995,booking.com,USER0336,san antonio,travel,438.7,0
TXN00001909,2025-08-03 12:54:21.675995,airbnb,USER0198,philadelphia,travel,39.31,0
TXN00008983,2025-08-03 13:15:52.675995,lyft,USER0883,san diego,transportation,89.27,0
TXN00008255,2025-08-03 13:23:21.675995,airbnb,USER0413,philadelphia,travel,183.61,1
TXN00009519,2025-08-03 13:49:46.675995,delta airlines,USER0031,san jose,travel,20.38,0
TXN00003791,2025-08-03 14:00:32.675995,whole foods,USER0059,san antonio,grocery,20.19,0
TXN00007629,2025-08-03 14:05:07.675995,uber,USER0251,international,transportation,53.19,0
TXN00003654,2025-08-03 14:44:10.675995,target,USER0731,jacksonville,retail,39.62,0
TXN00004021,2025-08-03 14:45:53.675995,safeway,USER0148,international,grocery,6.0,0
TXN00009809,2025-08-03 14:52:50.675995,lyft,USER0618,jacksonville,transportation,25.9,0
TXN00001916,2025-08-03 15:03:05.675995,lyft,USER0724,san antonio,transportation,12.87,0
TXN00002651,2025-08-03 16:07:33.675995,walgreens,USER0942,new york,healthcare,205.03,0
TXN00004700,2025-08-03 16:13:01.675995,exxon,USER0947,philadelphia,gas,10.06,0
TXN00008531,2025-08-03 16:15:58.675995,trader joes,USER0996,jacksonville,grocery,5.86,0
TXN00002613,2025-08-03 16:34:33.675995,starbucks,USER0456,jacksonville,restaurant,32.86,0
TXN00007402,2025-08-03 16:52:21.675995,target,USER0349,philadelphia,retail,29.03,0
TXN00003174,2025-08-03 17:02:44.675995,shell,USER0765,online,gas,9.95,0
TXN00004880,2025-08-03 17:10:04.675995,bestbuy,USER0566,philadelphia,retail,109.13,0
TXN00003925,2025-08-03 17:15:13.675995,home depot,USER0919,los angeles,retail,22.12,0
TXN00006981,2025-08-03 17:38:15.675995,safeway,USER0737,dallas,grocery,159.39,0
TXN00001129,2025-08-03 18:27:30.675995,delta airlines,USER0602,new york,travel,49.13,0
TXN00006512,2025-08-03 19:41:02.675995,walgreens,USER0685,philadelphia,healthcare,13.28,0
TXN00006172,2025-08-03 20:01:35.675995,shell,USER0920,san jose,gas,20.95,0
TXN00002428,2025-08-03 20:45:32.675995,whole foods,USER0058,los angeles,grocery,127.64,0
TXN00008837,2025-08-03 21:05:21.675995,shell,USER0411,san diego,gas,6.56,0
TXN00008770,2025-08-03 21:07:38.675995,cvs,USER0570,san diego,healthcare,21.11,0
TXN00007359,2025-08-03 21:40:00.675995,booking.com,USER0122,international,travel,341.12,0
TXN00007172,2025-08-03 21:41:26.675995,starbucks,USER0845,san diego,restaurant,27.06,0
TXN00009385,2025-08-03 21:53:45.675995,spotify,USER0933,san jose,entertainment,51.41,0
TXN00008359,2025-08-03 21:53:57.675995,delta airlines,USER0621,jacksonville,travel,16.26,0
TXN00002197,2025-08-03 21:56:59.675995,shell,USER0330,los angeles,gas,33.89,0
TXN00003219,2025-08-03 22:24:22.675995,amazon,USER0131,los angeles,retail,78.71,0
TXN00002583,2025-08-03 22:33:40.675995,starbucks,USER0617,phoenix,restaurant,143.78,0
TXN00008801,2025-08-03 22:44:04.675995,spotify,USER0281,jacksonville,entertainment,8.29,0
TXN00006216,2025-08-03 22:50:33.675995,apple store,USER0244,san antonio,retail,33.6,0
TXN00003931,2025-08-03 23:13:26.675995,mcdonalds,USER0055,online,restaurant,668.95,1
TXN00000965,2025-08-03 23:26:42.675995,netflix,USER0384,los angeles,entertainment,186.45,0
TXN00008156,2025-08-03 23:28:24.675995,spotify,USER0568,austin,entertainment,41.2,0
TXN00000238,2025-08-03 23:39:46.675995,airbnb,USER0408,new york,travel,14.97,0
TXN00005320,2025-08-03 23:47:13.675995,spotify,USER0713,phoenix,entertainment,43.29,0
TXN00000888,2025-08-03 23:47:29.675995,marriott,USER0778,online,travel,67.27,0
TXN00006247,2025-08-04 00:16:49.675995,bestbuy,USER0378,international,retail,71.58,0
TXN00007909,2025-08-04 00:29:54.675995,exxon,USER0255,philadelphia,gas,84.76,0
TXN00005409,2025-08-04 00:42:52.675995,mcdonalds,USER0180,jacksonville,restaurant,126.76,0
TXN00005933,2025-08-04 01:00:15.675995,starbucks,USER0826,chicago,restaurant,2.06,0
TXN00005561,2025-08-04 01:03:50.675995,bestbuy,USER0083,chicago,retail,32.09,0
TXN00005811,2025-08-04 01:25:29.675995,lyft,USER0743,houston,transportation,186.85,0
TXN00002641,2025-08-04 01:39:40.675995,delta airlines,USER0146,san antonio,travel,25.49,0
TXN00000981,2025-08-04 01:46:03.675995,walmart,USER0700,international,retail,55.18,0
TXN00001346,2025-08-04 02:37:09.675995,costco,USER0972,phoenix,grocery,1.55,0
TXN00002213,2025-08-04 02:52:41.675995,cvs,USER0482,online,healthcare,19.25,0
TXN00000291,2025-08-04 03:17:32.675995,safeway,USER0435,dallas,grocery,18.33,0
TXN00008308,2025-08-04 04:02:04.675995,shell,USER0259,san antonio,gas,15.34,0
TXN00001870,2025-08-04 04:02:43.675995,walmart,USER0642,philadelphia,retail,8.79,0
TXN00008826,2025-08-04 04:21:02.675995,booking.com,USER0772,san jose,travel,9.05,0
TXN00008542,2025-08-04 04:50:48.675995,cvs,USER0266,phoenix,healthcare,14.58,0
TXN00003566,2025-08-04 05:00:27.675995,marriott,USER0004,dallas,travel,43.59,0
TXN00005252,2025-08-04 05:04:37.675995,bestbuy,USER0707,chicago,retail,18.91,0
TXN00005428,2025-08-04 05:20:22.675995,starbucks,USER0273,new york,restaurant,13.13,0
TXN00006223,2025-08-04 05:20:25.675995,costco,USER0916,chicago,grocery,316.03,0
TXN00001670,2025-08-04 05:24:06.675995,airbnb,USER0707,san diego,travel,24.86,0
TXN00008160,2025-08-04 05:50:51.675995,safeway,USER0409,international,grocery,27.94,0
TXN00007335,2025-08-04 06:34:55.675995,spotify,USER0287,phoenix,entertainment,47.55,0
TXN00009496,2025-08-04 06:39:42.675995,shell,USER0172,austin,gas,147.14,0
TXN00004361,2025-08-04 06:54:21.675995,amazon,USER0688,new york,retail,12.31,0
TXN00003625,2025-08-04 07:15:21.675995,home depot,USER0387,jacksonville,retail,10.62,0
TXN00008751,2025-08-04 07:17:09.675995,starbucks,USER0895,online,restaurant,63.35,0
TXN00007981,2025-08-04 08:06:30.675995,trader joes,USER0830,houston,grocery,18.08,0
TXN00003069,2025-08-04 08:17:00.675995,walmart,USER0795,new york,retail,76.04,0
TXN00000634,2025-08-04 09:25:15.675995,shell,USER0371,austin,gas,9.83,0
TXN00006956,2025-08-04 09:37:38.675995,home depot,USER0184,san jose,retail,37.09,0
TXN00005093,2025-08-04 09:59:37.675995,marriott,USER0470,san antonio,travel,255.93,0
TXN00009303,2025-08-04 10:10:19.675995,walmart,USER0651,san antonio,retail,3.97,0
TXN00008708,2025-08-04 10:41:05.675995,spotify,USER0546,jacksonville,entertainment,180.88,0
TXN00000768,2025-08-04 11:11:39.675995,lyft,USER0253,dallas,transportation,15.61,0
TXN00004328,2025-08-04 11:30:50.675995,apple store,USER0473,dallas,retail,254.51,0
TXN00006905,2025-08-04 11:50:50.675995,airbnb,USER0975,online,travel,46.76,0
TXN00000599,2025-08-04 12:02:07.675995,home depot,USER0342,philadelphia,retail,52.08,0
TXN00009086,2025-08-04 12:19:41.675995,lyft,USER0783,san antonio,transportation,380.94,0
TXN00009445,2025-08-04 12:22:52.675995,cvs,USER0554,new york,healthcare,4.11,0
TXN00000002,2025-08-04 12:33:29.675995,walmart,USER0685,jacksonville,retail,72.04,0
TXN00001789,2025-08-04 12:35:25.675995,home depot,USER0753,dallas,retail,165.43,0
TXN00006718,2025-08-04 13:10:02.675995,target,USER0482,san antonio,retail,268.67,0
TXN00006019,2025-08-04 13:35:38.675995,home depot,USER0387,san jose,retail,105.29,0
TXN00001008,2025-08-04 14:06:50.675995,costco,USER0964,international,grocery,116.68,0
TXN00005628,2025-08-04 14:14:50.675995,mcdonalds,USER0268,houston,restaurant,12.51,0
TXN00001907,2025-08-04 14:21:03.675995,uber,USER0641,dallas,transportation,8.57,0
TXN00001338,2025-08-04 14:32:54.675995,delta airlines,USER0194,chicago,travel,20.78,0
TXN00002822,2025-08-04 14:39:40.675995,walmart,USER0812,san jose,retail,31.23,0
TXN00005337,2025-08-04 15:00:36.675995,amazon,USER0948,houston,retail,12.66,0
TXN00008957,2025-08-04 15:03:36.675995,netflix,USER0051,austin,entertainment,21.57,0
TXN00008944,2025-08-04 15:19:30.675995,costco,USER0664,dallas,grocery,10.12,0
TXN00002082,2025-08-04 15:27:17.675995,booking.com,USER0969,san diego,travel,5.86,0
TXN00004123,2025-08-04 15:28:24.675995,booking.com,USER0742,new york,travel,42.48,0
TXN00002884,2025-08-04 15:31:30.675995,marriott,USER0001,phoenix,travel,1.23,0
TXN00008001,2025-08-04 15:42:48.675995,walmart,USER0795,phoenix,retail,18.09,0
TXN00000024,2025-08-04 16:06:43.675995,starbucks,USER0027,phoenix,restaurant,17.23,0
TXN00003188,2025-08-04 16:22:16.675995,delta airlines,USER0544,houston,travel,96.69,0
TXN00002546,2025-08-04 16:25:29.675995,walgreens,USER0707,chicago,healthcare,6.34,0
TXN00004833,2025-08-04 16:47:03.675995,exxon,USER0096,chicago,gas,69.66,0
TXN00004231,2025-08-04 16:59:52.675995,lyft,USER0053,international,transportation,168.46,0
TXN00000932,2025-08-04 17:06:54.675995,home depot,USER0360,austin,retail,5.83,0
TXN00000938,2025-08-04 17:25:52.675995,trader joes,USER0770,san antonio,grocery,44.37,0
TXN00009939,2025-08-04 17:53:16.675995,netflix,USER0094,san antonio,entertainment,3.34,0
TXN00007689,2025-08-04 18:00:38.675995,apple store,USER0057,philadelphia,retail,26.17,0
TXN00005915,2025-08-04 18:14:35.675995,cvs,USER0994,san jose,healthcare,11.33,0
TXN00000652,2025-08-04 18:35:34.675995,netflix,USER0574,austin,entertainment,23.98,0
TXN00002557,2025-08-04 19:57:38.675995,uber,USER0642,houston,transportation,33.25,0
TXN00005386,2025-08-04 20:00:17.675995,safeway,USER0210,houston,grocery,167.54,0
TXN00002979,2025-08-04 20:23:38.675995,costco,USER0986,san jose,grocery,42.09,0
TXN00008027,2025-08-04 20:51:17.675995,mcdonalds,USER0077,jacksonville,restaurant,35.58,0
TXN00001093,2025-08-04 21:09:17.675995,booking.com,USER0782,austin,travel,35.25,0
TXN00006414,2025-08-04 21:25:32.675995,shell,USER0031,new york,gas,51.29,0
TXN00001427,2025-08-04 21:32:58.675995,home depot,USER0559,online,retail,8.81,0
TXN00001599,2025-08-04 21:43:51.675995,bestbuy,USER0324,philadelphia,retail,13.82,0
TXN00005867,2025-08-04 21:43:58.675995,starbucks,USER0884,new york,restaurant,14.34,0
TXN00002088,2025-08-04 21:44:40.675995,cvs,USER0484,jacksonville,healthcare,19.22,0
TXN00009546,2025-08-04 21:50:12.675995,whole foods,USER0940,austin,grocery,74.11,0
TXN00000917,2025-08-04 21:54:41.675995,expedia,USER0099,dallas,travel,41.43,0
TXN00009345,2025-08-04 22:07:38.675995,safeway,USER0927,phoenix,grocery,27.27,0
TXN00004389,2025-08-04 22:18:06.675995,whole foods,USER0475,dallas,grocery,66.84,0
TXN00005341,2025-08-04 22:33:39.675995,apple store,USER0438,chicago,retail,55.33,0
TXN00004976,2025-08-04 22:41:02.675995,marriott,USER0140,phoenix,travel,173.15,0
TXN00008855,2025-08-04 22:56:21.675995,costco,USER0638,san jose,grocery,14.94,0
TXN00005278,2025-08-04 22:58:39.675995,uber,USER0224,online,transportation,13.05,0
TXN00008924,2025-08-04 22:58:48.675995,walmart,USER0433,san diego,retail,8.65,0
TXN00004068,2025-08-04 23:18:42.675995,shell,USER0689,philadelphia,gas,7.95,0
TXN00000018,2025-08-04 23:42:41.675995,spotify,USER0862,international,entertainment,11.14,0
TXN00003585,2025-08-05 00:13:35.675995,apple store,USER0454,international,retail,24.6,1
TXN00004513,2025-08-05 00:27:50.675995,bestbuy,USER0237,international,retail,48.36,1
TXN00009621,2025-08-05 00:47:57.675995,booking.com,USER0400,san jose,travel,17.96,0
TXN00002993,2025-08-05 00:51:00.675995,whole foods,USER0647,chicago,grocery,25.67,0
TXN00005893,2025-08-05 01:29:46.675995,expedia,USER0996,philadelphia,travel,5.34,0
TXN00002108,2025-08-05 01:42:54.675995,safeway,USER0512,chicago,grocery,22.32,0
TXN00007015,2025-08-05 02:05:33.675995,trader joes,USER0545,jacksonville,grocery,53.83,0
TXN00004508,2025-08-05 02:11:22.675995,whole foods,USER0475,san diego,grocery,72.92,0
TXN00005582,2025-08-05 02:29:53.675995,safeway,USER0830,los angeles,grocery,238.0,0
TXN00000977,2025-08-05 02:35:02.675995,safeway,USER1000,jacksonville,grocery,1.81,0
TXN00005217,2025-08-05 02:42:19.675995,shell,USER0279,phoenix,gas,18.02,0
TXN00002785,2025-08-05 02:50:30.675995,lyft,USER0443,houston,transportation,21.71,0
TXN00001948,2025-08-05 02:51:54.675995,apple store,USER0869,san antonio,retail,127.9,0
TXN00009399,2025-08-05 02:55:03.675995,booking.com,USER0525,austin,travel,71.37,0
TXN00009773,2025-08-05 02:56:40.675995,bestbuy,USER0499,international,retail,25.66,0
TXN00007176,2025-08-05 02:58:00.675995,whole foods,USER0199,international,grocery,137.62,0
TXN00008396,2025-08-05 03:09:07.675995,booking.com,USER0239,houston,travel,100.52,0
TXN00000305,2025-08-05 03:28:34.675995,bestbuy,USER0432,philadelphia,retail,38.12,0
TXN00003214,2025-08-05 03:50:36.675995,cvs,USER0880,dallas,healthcare,80.06,0
TXN00009420,2025-08-05 03:58:40.675995,mcdonalds,USER0614,chicago,restaurant,47.02,0
TXN00003972,2025-08-05 04:06:32.675995,lyft,USER0646,san jose,transportation,50.25,0
TXN00008186,2025-08-05 04:13:54.675995,exxon,USER0998,chicago,gas,64.64,0
TXN00000017,2025-08-05 04:20:16.675995,exxon,USER0931,international,gas,48.28,0
TXN00008402,2025-08-05 04:25:05.675995,spotify,USER0188,chicago,entertainment,70.13,0
TXN00000129,2025-08-05 05:04:40.675995,target,USER0336,san jose,retail,18.1,0
TXN00003646,2025-08-05 05:21:02.675995,lyft,USER0703,phoenix,transportation,45.17,0
TXN00008980,2025-08-05 05:22:45.675995,cvs,USER0805,philadelphia,healthcare,22.9,0
